Gene1,Gene2,value
ENSG00000174437,ENSG00000099365,-0.257513724
ENSG00000177469,ENSG00000099365,-0.052661463
ENSG00000177666,ENSG00000099365,-0.259662297
ENSG00000178209,ENSG00000099365,-0.475755647
ENSG00000178719,ENSG00000099365,0.010400022
ENSG00000179218,ENSG00000099365,-0.489638866
ENSG00000179262,ENSG00000099365,-0.385740086
ENSG00000181222,ENSG00000099365,0.105522024
ENSG00000184009,ENSG00000099365,-0.430711899
ENSG00000184897,ENSG00000099365,-0.066719649
ENSG00000185650,ENSG00000099365,-0.660836792
ENSG00000185883,ENSG00000099365,0.410615628
ENSG00000186081,ENSG00000099365,-0.371048345
ENSG00000189060,ENSG00000099365,0.090046199
ENSG00000196091,ENSG00000099365,-0.138605001
ENSG00000196218,ENSG00000099365,0.416767867
ENSG00000196361,ENSG00000099365,0.941103199
ENSG00000196754,ENSG00000099365,-0.249644632
ENSG00000197102,ENSG00000099365,0.215433425
ENSG00000197249,ENSG00000099365,-0.599623093
ENSG00000197711,ENSG00000099365,-0.35573458
ENSG00000197766,ENSG00000099365,-0.383542234
ENSG00000198695,ENSG00000099365,-0.237993899
ENSG00000198712,ENSG00000099365,0.205458315
ENSG00000198727,ENSG00000099365,0.018876286
ENSG00000198763,ENSG00000099365,0.349561236
ENSG00000198786,ENSG00000099365,0.009163775
ENSG00000198804,ENSG00000099365,-0.064094659
ENSG00000198840,ENSG00000099365,0.016684985
ENSG00000198886,ENSG00000099365,0.158994353
ENSG00000198888,ENSG00000099365,0.118411451
ENSG00000198899,ENSG00000099365,0.182730045
ENSG00000198938,ENSG00000099365,0.193901288
ENSG00000212907,ENSG00000099365,0.219895791
ENSG00000214753,ENSG00000099365,0.300331749
ENSG00000228253,ENSG00000099365,0.213446362
ENSG00000229314,ENSG00000099365,-0.299131872
ENSG00000101210,ENSG00000100234,-0.503645508
ENSG00000101335,ENSG00000100234,0.766309614
ENSG00000103034,ENSG00000100234,0.045451472
ENSG00000103257,ENSG00000100234,-0.308498214
ENSG00000103495,ENSG00000100234,-0.023931747
ENSG00000104852,ENSG00000100234,-0.187601307
ENSG00000104879,ENSG00000100234,0.508660827
ENSG00000104964,ENSG00000100234,0.338554748
ENSG00000105270,ENSG00000100234,0.129091369
ENSG00000105701,ENSG00000100234,0.508723593
ENSG00000106211,ENSG00000100234,0.402231544
ENSG00000108518,ENSG00000100234,0.301202766
ENSG00000109846,ENSG00000100234,0.664910566
ENSG00000110955,ENSG00000100234,-0.17531939
ENSG00000111245,ENSG00000100234,0.580986435
ENSG00000111674,ENSG00000100234,-0.131300131
ENSG00000111676,ENSG00000100234,0.311728249
ENSG00000122304,ENSG00000100234,0.251346207
ENSG00000129250,ENSG00000100234,0.525242569
ENSG00000129538,ENSG00000100234,0.664278601
ENSG00000130175,ENSG00000100234,0.177646383
ENSG00000130176,ENSG00000100234,0.729477825
ENSG00000130522,ENSG00000100234,0.456047047
ENSG00000130726,ENSG00000100234,0.083401909
ENSG00000133392,ENSG00000100234,0.678551007
ENSG00000135472,ENSG00000100234,-0.011721225
ENSG00000135506,ENSG00000100234,0.425156809
ENSG00000135744,ENSG00000100234,0.268058526
ENSG00000138834,ENSG00000100234,-0.099642554
ENSG00000139899,ENSG00000100234,-0.096100088
ENSG00000141753,ENSG00000100234,0.248398251
ENSG00000143632,ENSG00000100234,0.53292128
ENSG00000149925,ENSG00000100234,0.200306319
ENSG00000159335,ENSG00000100234,0.477139987
ENSG00000161016,ENSG00000100234,0.179016629
ENSG00000163453,ENSG00000100234,0.884413205
ENSG00000166165,ENSG00000100234,0.288661522
ENSG00000166963,ENSG00000100234,0.192224875
ENSG00000167468,ENSG00000100234,0.494202603
ENSG00000167658,ENSG00000100234,0.479587122
ENSG00000167676,ENSG00000100234,0.663347358
ENSG00000169564,ENSG00000100234,0.557008021
ENSG00000169710,ENSG00000100234,-0.225740169
ENSG00000171223,ENSG00000100234,0.609170009
ENSG00000171560,ENSG00000100234,0.1342218
ENSG00000172270,ENSG00000100234,0.668133434
ENSG00000172660,ENSG00000100234,-0.107779788
ENSG00000173432,ENSG00000100234,0.611162272
ENSG00000174231,ENSG00000100234,0.18411897
ENSG00000174437,ENSG00000100234,0.09723976
ENSG00000177469,ENSG00000100234,0.898674537
ENSG00000177666,ENSG00000100234,0.597693208
ENSG00000178209,ENSG00000100234,0.103659188
ENSG00000178719,ENSG00000100234,0.180682707
ENSG00000179218,ENSG00000100234,0.325018113
ENSG00000179262,ENSG00000100234,0.450004295
ENSG00000181222,ENSG00000100234,-0.001203106
ENSG00000184009,ENSG00000100234,0.150025588
ENSG00000184897,ENSG00000100234,0.107626058
ENSG00000185650,ENSG00000100234,0.377147236
ENSG00000185883,ENSG00000100234,0.258019057
ENSG00000186081,ENSG00000100234,0.487778794
ENSG00000189060,ENSG00000100234,-0.241794149
ENSG00000196091,ENSG00000100234,0.408136275
ENSG00000196218,ENSG00000100234,0.20501676
ENSG00000196361,ENSG00000100234,-0.16273779
ENSG00000196754,ENSG00000100234,0.140571426
ENSG00000197102,ENSG00000100234,-0.047560894
ENSG00000197249,ENSG00000100234,0.206290443
ENSG00000197711,ENSG00000100234,0.463908336
ENSG00000197766,ENSG00000100234,0.688359324
ENSG00000198695,ENSG00000100234,-0.108779987
ENSG00000198712,ENSG00000100234,0.05792831
ENSG00000198727,ENSG00000100234,0.354941399
ENSG00000198763,ENSG00000100234,0.144008719
ENSG00000198786,ENSG00000100234,-0.107245246
ENSG00000198804,ENSG00000100234,0.109434316
ENSG00000198840,ENSG00000100234,0.473468018
ENSG00000198886,ENSG00000100234,0.262094883
ENSG00000198888,ENSG00000100234,0.448294417
ENSG00000198899,ENSG00000100234,0.233217047
ENSG00000198938,ENSG00000100234,0.332040371
ENSG00000212907,ENSG00000100234,0.256502856
ENSG00000214753,ENSG00000100234,-0.093007911
ENSG00000228253,ENSG00000100234,0.195760945
ENSG00000229314,ENSG00000100234,0.137377936
ENSG00000101335,ENSG00000101210,-0.308079977
ENSG00000103034,ENSG00000101210,0.307059684
ENSG00000103257,ENSG00000101210,0.127695586
ENSG00000103495,ENSG00000101210,0.119195285
ENSG00000104852,ENSG00000101210,0.287453911
ENSG00000104879,ENSG00000101210,0.027733
ENSG00000104964,ENSG00000101210,0.178812372
ENSG00000105270,ENSG00000101210,0.269203576
ENSG00000105701,ENSG00000101210,-0.10633309
ENSG00000106211,ENSG00000101210,-0.290585451
ENSG00000108518,ENSG00000101210,-0.391451632
ENSG00000109846,ENSG00000101210,-0.003317161
ENSG00000110955,ENSG00000101210,0.471302955
ENSG00000111245,ENSG00000101210,-0.036311252
ENSG00000111674,ENSG00000101210,0.459339453
ENSG00000111676,ENSG00000101210,0.21487042
ENSG00000122304,ENSG00000101210,-0.049469771
ENSG00000129250,ENSG00000101210,-0.171922812
ENSG00000129538,ENSG00000101210,-0.168842067
ENSG00000130175,ENSG00000101210,-0.293580237
ENSG00000130176,ENSG00000101210,-0.280201599
ENSG00000130522,ENSG00000101210,-0.123708012
ENSG00000130726,ENSG00000101210,0.055773719
ENSG00000133392,ENSG00000101210,-0.249440644
ENSG00000135472,ENSG00000101210,0.318670486
ENSG00000135506,ENSG00000101210,-0.475969133
ENSG00000135744,ENSG00000101210,-0.121426361
ENSG00000138834,ENSG00000101210,0.382451617
ENSG00000139899,ENSG00000101210,0.319965253
ENSG00000141753,ENSG00000101210,-0.468786517
ENSG00000143632,ENSG00000101210,0.080480372
ENSG00000149925,ENSG00000101210,0.341672584
ENSG00000159335,ENSG00000101210,-0.259609304
ENSG00000161016,ENSG00000101210,-0.202085499
ENSG00000163453,ENSG00000101210,-0.496640543
ENSG00000166165,ENSG00000101210,0.185190667
ENSG00000166963,ENSG00000101210,0.338401214
ENSG00000167468,ENSG00000101210,-0.266201266
ENSG00000167658,ENSG00000101210,-0.223879446
ENSG00000167676,ENSG00000101210,-0.396697361
ENSG00000169564,ENSG00000101210,-0.242698115
ENSG00000169710,ENSG00000101210,-0.175689718
ENSG00000171223,ENSG00000101210,-0.545514899
ENSG00000171560,ENSG00000101210,-0.496156432
ENSG00000172270,ENSG00000101210,-0.264917426
ENSG00000172660,ENSG00000101210,0.197203042
ENSG00000173432,ENSG00000101210,-0.763531479
ENSG00000174231,ENSG00000101210,0.166848817
ENSG00000174437,ENSG00000101210,0.41257704
ENSG00000177469,ENSG00000101210,-0.381589391
ENSG00000177666,ENSG00000101210,-0.250778456
ENSG00000178209,ENSG00000101210,0.093042785
ENSG00000178719,ENSG00000101210,-0.229712628
ENSG00000179218,ENSG00000101210,-0.512392401
ENSG00000179262,ENSG00000101210,0.071587616
ENSG00000181222,ENSG00000101210,0.161483541
ENSG00000184009,ENSG00000101210,-0.43052402
ENSG00000184897,ENSG00000101210,0.001332729
ENSG00000185650,ENSG00000101210,-0.439952643
ENSG00000185883,ENSG00000101210,0.072922016
ENSG00000186081,ENSG00000101210,-0.530619587
ENSG00000189060,ENSG00000101210,0.241014788
ENSG00000196091,ENSG00000101210,0.089024071
ENSG00000196218,ENSG00000101210,0.361401062
ENSG00000196361,ENSG00000101210,0.477775419
ENSG00000196754,ENSG00000101210,-0.161181687
ENSG00000197102,ENSG00000101210,0.547668536
ENSG00000197249,ENSG00000101210,-0.706016002
ENSG00000197711,ENSG00000101210,-0.633137166
ENSG00000197766,ENSG00000101210,-0.371885445
ENSG00000198695,ENSG00000101210,0.168923981
ENSG00000198712,ENSG00000101210,0.075491593
ENSG00000198727,ENSG00000101210,0.042029785
ENSG00000198763,ENSG00000101210,0.095019813
ENSG00000198786,ENSG00000101210,0.292963281
ENSG00000198804,ENSG00000101210,-0.021564782
ENSG00000198840,ENSG00000101210,-0.02299753
ENSG00000198886,ENSG00000101210,0.056884531
ENSG00000198888,ENSG00000101210,-0.069982561
ENSG00000198899,ENSG00000101210,0.007670562
ENSG00000198938,ENSG00000101210,0.038701356
ENSG00000212907,ENSG00000101210,0.070149693
ENSG00000214753,ENSG00000101210,0.400192666
ENSG00000228253,ENSG00000101210,0.107556745
ENSG00000229314,ENSG00000101210,-0.577606875
ENSG00000103034,ENSG00000101335,-0.004058037
ENSG00000103257,ENSG00000101335,-0.467303789
ENSG00000103495,ENSG00000101335,0.041400384
ENSG00000104852,ENSG00000101335,-0.159462505
ENSG00000104879,ENSG00000101335,0.573280785
ENSG00000104964,ENSG00000101335,0.46245128
ENSG00000105270,ENSG00000101335,0.172771175
ENSG00000105701,ENSG00000101335,0.510387004
ENSG00000106211,ENSG00000101335,0.401644794
ENSG00000108518,ENSG00000101335,0.340859246
ENSG00000109846,ENSG00000101335,0.636014568
ENSG00000110955,ENSG00000101335,0.001794449
ENSG00000111245,ENSG00000101335,0.644415506
ENSG00000111674,ENSG00000101335,-0.131962755
ENSG00000111676,ENSG00000101335,0.344758461
ENSG00000122304,ENSG00000101335,0.303868978
ENSG00000129250,ENSG00000101335,0.629334845
ENSG00000129538,ENSG00000101335,0.731954559
ENSG00000130175,ENSG00000101335,0.211490054
ENSG00000130176,ENSG00000101335,0.834413024
ENSG00000130522,ENSG00000101335,0.49733572
ENSG00000130726,ENSG00000101335,0.133239558
ENSG00000133392,ENSG00000101335,0.814814125
ENSG00000135472,ENSG00000101335,0.05358935
ENSG00000135506,ENSG00000101335,0.459183075
ENSG00000135744,ENSG00000101335,0.279408844
ENSG00000138834,ENSG00000101335,-0.162025865
ENSG00000139899,ENSG00000101335,-0.123637099
ENSG00000141753,ENSG00000101335,0.367602086
ENSG00000143632,ENSG00000101335,0.611169307
ENSG00000149925,ENSG00000101335,0.173160496
ENSG00000159335,ENSG00000101335,0.414177581
ENSG00000161016,ENSG00000101335,0.203858075
ENSG00000163453,ENSG00000101335,0.846777264
ENSG00000166165,ENSG00000101335,0.246546629
ENSG00000166963,ENSG00000101335,0.346530936
ENSG00000167468,ENSG00000101335,0.553150094
ENSG00000167658,ENSG00000101335,0.4511782
ENSG00000167676,ENSG00000101335,0.679270618
ENSG00000169564,ENSG00000101335,0.573621095
ENSG00000169710,ENSG00000101335,-0.19939033
ENSG00000171223,ENSG00000101335,0.479356037
ENSG00000171560,ENSG00000101335,0.04737131
ENSG00000172270,ENSG00000101335,0.690229395
ENSG00000172660,ENSG00000101335,0.088128473
ENSG00000173432,ENSG00000101335,0.488744692
ENSG00000174231,ENSG00000101335,0.233217063
ENSG00000174437,ENSG00000101335,0.226981098
ENSG00000177469,ENSG00000101335,0.875711328
ENSG00000177666,ENSG00000101335,0.663540221
ENSG00000178209,ENSG00000101335,0.161838685
ENSG00000178719,ENSG00000101335,0.212613759
ENSG00000179218,ENSG00000101335,0.431851083
ENSG00000179262,ENSG00000101335,0.520217706
ENSG00000181222,ENSG00000101335,0.017992498
ENSG00000184009,ENSG00000101335,0.069317091
ENSG00000184897,ENSG00000101335,0.143817099
ENSG00000185650,ENSG00000101335,0.433981874
ENSG00000185883,ENSG00000101335,0.378156013
ENSG00000186081,ENSG00000101335,0.241820734
ENSG00000189060,ENSG00000101335,-0.146331528
ENSG00000196091,ENSG00000101335,0.449694105
ENSG00000196218,ENSG00000101335,0.192056761
ENSG00000196361,ENSG00000101335,-0.153538401
ENSG00000196754,ENSG00000101335,-0.012981502
ENSG00000197102,ENSG00000101335,-0.012918301
ENSG00000197249,ENSG00000101335,0.203469823
ENSG00000197711,ENSG00000101335,0.4567977
ENSG00000197766,ENSG00000101335,0.789276971
ENSG00000198695,ENSG00000101335,0.152939432
ENSG00000198712,ENSG00000101335,0.2974172
ENSG00000198727,ENSG00000101335,0.576336062
ENSG00000198763,ENSG00000101335,0.38735247
ENSG00000198786,ENSG00000101335,0.132600936
ENSG00000198804,ENSG00000101335,0.207358204
ENSG00000198840,ENSG00000101335,0.651081443
ENSG00000198886,ENSG00000101335,0.490763335
ENSG00000198888,ENSG00000101335,0.579735728
ENSG00000198899,ENSG00000101335,0.334626618
ENSG00000198938,ENSG00000101335,0.458733401
ENSG00000212907,ENSG00000101335,0.48323628
ENSG00000214753,ENSG00000101335,-0.007155562
ENSG00000228253,ENSG00000101335,0.249169047
ENSG00000229314,ENSG00000101335,0.032341182
ENSG00000103257,ENSG00000103034,-0.269142951
ENSG00000103495,ENSG00000103034,-0.155839694
ENSG00000104852,ENSG00000103034,0.358819035
ENSG00000104879,ENSG00000103034,-0.236361649
ENSG00000104964,ENSG00000103034,0.621095854
ENSG00000105270,ENSG00000103034,0.76795172
ENSG00000105701,ENSG00000103034,0.319727485
ENSG00000106211,ENSG00000103034,-0.627026027
ENSG00000108518,ENSG00000103034,-0.621317314
ENSG00000109846,ENSG00000103034,0.525986909
ENSG00000110955,ENSG00000103034,0.185941943
ENSG00000111245,ENSG00000103034,-0.150726938
ENSG00000111674,ENSG00000103034,0.788668582
ENSG00000111676,ENSG00000103034,0.496436772
ENSG00000122304,ENSG00000103034,0.083826317
ENSG00000129250,ENSG00000103034,-0.346176605
ENSG00000129538,ENSG00000103034,0.385287792
ENSG00000130175,ENSG00000103034,-0.380226563
ENSG00000130176,ENSG00000103034,0.091409321
ENSG00000130522,ENSG00000103034,0.101298042
ENSG00000130726,ENSG00000103034,-0.309688667
ENSG00000133392,ENSG00000103034,0.131867882
ENSG00000135472,ENSG00000103034,0.859206666
ENSG00000135506,ENSG00000103034,-0.223113647
ENSG00000135744,ENSG00000103034,0.462514092
ENSG00000138834,ENSG00000103034,0.80305639
ENSG00000139899,ENSG00000103034,0.79879815
ENSG00000141753,ENSG00000103034,-0.396853664
ENSG00000143632,ENSG00000103034,-0.118632973
ENSG00000149925,ENSG00000103034,-0.238644541
ENSG00000159335,ENSG00000103034,0.329885741
ENSG00000161016,ENSG00000103034,-0.512332004
ENSG00000163453,ENSG00000103034,0.124534029
ENSG00000166165,ENSG00000103034,0.798961313
ENSG00000166963,ENSG00000103034,0.800136223
ENSG00000167468,ENSG00000103034,-0.265592686
ENSG00000167658,ENSG00000103034,-0.363767516
ENSG00000167676,ENSG00000103034,-0.258347344
ENSG00000169564,ENSG00000103034,-0.405660827
ENSG00000169710,ENSG00000103034,-0.251424654
ENSG00000171223,ENSG00000103034,-0.485776445
ENSG00000171560,ENSG00000103034,-0.408660012
ENSG00000172270,ENSG00000103034,-0.068766859
ENSG00000172660,ENSG00000103034,0.017898187
ENSG00000173432,ENSG00000103034,-0.453750295
ENSG00000174231,ENSG00000103034,-0.111639323
ENSG00000174437,ENSG00000103034,0.048035581
ENSG00000177469,ENSG00000103034,-0.004120773
ENSG00000177666,ENSG00000103034,-0.12595209
ENSG00000178209,ENSG00000103034,-0.365355584
ENSG00000178719,ENSG00000103034,-0.053597789
ENSG00000179218,ENSG00000103034,-0.56328291
ENSG00000179262,ENSG00000103034,-0.293327156
ENSG00000181222,ENSG00000103034,0.129548782
ENSG00000184009,ENSG00000103034,-0.482423578
ENSG00000184897,ENSG00000103034,-0.11105066
ENSG00000185650,ENSG00000103034,-0.511388058
ENSG00000185883,ENSG00000103034,0.391528381
ENSG00000186081,ENSG00000103034,-0.173645022
ENSG00000189060,ENSG00000103034,0.03413151
ENSG00000196091,ENSG00000103034,-0.031970678
ENSG00000196218,ENSG00000103034,0.359585039
ENSG00000196361,ENSG00000103034,0.879088301
ENSG00000196754,ENSG00000103034,-0.084852914
ENSG00000197102,ENSG00000103034,0.330998621
ENSG00000197249,ENSG00000103034,-0.670643019
ENSG00000197711,ENSG00000103034,-0.331366341
ENSG00000197766,ENSG00000103034,-0.226702179
ENSG00000198695,ENSG00000103034,-0.084091715
ENSG00000198712,ENSG00000103034,0.32661152
ENSG00000198727,ENSG00000103034,0.281775295
ENSG00000198763,ENSG00000103034,0.503476683
ENSG00000198786,ENSG00000103034,0.223904282
ENSG00000198804,ENSG00000103034,0.176416757
ENSG00000198840,ENSG00000103034,0.286983324
ENSG00000198886,ENSG00000103034,0.311169768
ENSG00000198888,ENSG00000103034,0.38923359
ENSG00000198899,ENSG00000103034,0.411893474
ENSG00000198938,ENSG00000103034,0.476592931
ENSG00000212907,ENSG00000103034,0.329398505
ENSG00000214753,ENSG00000103034,0.340981447
ENSG00000228253,ENSG00000103034,0.456065007
ENSG00000229314,ENSG00000103034,-0.429259919
ENSG00000103495,ENSG00000103257,0.535883499
ENSG00000104852,ENSG00000103257,0.383412982
ENSG00000104879,ENSG00000103257,-0.36991643
ENSG00000104964,ENSG00000103257,-0.199023911
ENSG00000105270,ENSG00000103257,-0.271179309
ENSG00000105701,ENSG00000103257,0.08024789
ENSG00000106211,ENSG00000103257,0.346265962
ENSG00000108518,ENSG00000103257,0.358759281
ENSG00000109846,ENSG00000103257,-0.539495986
ENSG00000110955,ENSG00000103257,0.126619855
ENSG00000111245,ENSG00000103257,-0.353551715
ENSG00000111674,ENSG00000103257,-0.113573265
ENSG00000111676,ENSG00000103257,-0.083464022
ENSG00000122304,ENSG00000103257,0.229983138
ENSG00000129250,ENSG00000103257,-0.089041067
ENSG00000129538,ENSG00000103257,-0.6882852
ENSG00000130175,ENSG00000103257,0.520840986
ENSG00000130176,ENSG00000103257,-0.539418235
ENSG00000130522,ENSG00000103257,0.000287985
ENSG00000130726,ENSG00000103257,0.577655632
ENSG00000133392,ENSG00000103257,-0.437645347
ENSG00000135472,ENSG00000103257,-0.377806307
ENSG00000135506,ENSG00000103257,0.12797937
ENSG00000135744,ENSG00000103257,-0.672638893
ENSG00000138834,ENSG00000103257,0.177425402
ENSG00000139899,ENSG00000103257,-0.141245943
ENSG00000141753,ENSG00000103257,-0.123811517
ENSG00000143632,ENSG00000103257,-0.409999187
ENSG00000149925,ENSG00000103257,0.305161066
ENSG00000159335,ENSG00000103257,-0.046748712
ENSG00000161016,ENSG00000103257,0.535278919
ENSG00000163453,ENSG00000103257,-0.417523174
ENSG00000166165,ENSG00000103257,-0.138582106
ENSG00000166963,ENSG00000103257,-0.427817747
ENSG00000167468,ENSG00000103257,0.046610944
ENSG00000167658,ENSG00000103257,0.30973483
ENSG00000167676,ENSG00000103257,-0.408764351
ENSG00000169564,ENSG00000103257,0.138300393
ENSG00000169710,ENSG00000103257,0.391768256
ENSG00000171223,ENSG00000103257,0.147606293
ENSG00000171560,ENSG00000103257,-0.199540924
ENSG00000172270,ENSG00000103257,0.076757328
ENSG00000172660,ENSG00000103257,0.474361661
ENSG00000173432,ENSG00000103257,-0.235810348
ENSG00000174231,ENSG00000103257,0.478544003
ENSG00000174437,ENSG00000103257,0.076275867
ENSG00000177469,ENSG00000103257,-0.250914047
ENSG00000177666,ENSG00000103257,-0.257577842
ENSG00000178209,ENSG00000103257,0.497119937
ENSG00000178719,ENSG00000103257,0.293717823
ENSG00000179218,ENSG00000103257,0.200565639
ENSG00000179262,ENSG00000103257,0.105567853
ENSG00000181222,ENSG00000103257,0.629153888
ENSG00000184009,ENSG00000103257,0.592810813
ENSG00000184897,ENSG00000103257,0.435842061
ENSG00000185650,ENSG00000103257,0.218396132
ENSG00000185883,ENSG00000103257,0.044384999
ENSG00000186081,ENSG00000103257,0.254215359
ENSG00000189060,ENSG00000103257,0.421664423
ENSG00000196091,ENSG00000103257,-0.385702425
ENSG00000196218,ENSG00000103257,-0.161139934
ENSG00000196361,ENSG00000103257,-0.148131071
ENSG00000196754,ENSG00000103257,0.54913621
ENSG00000197102,ENSG00000103257,0.360186232
ENSG00000197249,ENSG00000103257,0.09250889
ENSG00000197711,ENSG00000103257,-0.336575407
ENSG00000197766,ENSG00000103257,-0.345506829
ENSG00000198695,ENSG00000103257,-0.355332459
ENSG00000198712,ENSG00000103257,-0.509799213
ENSG00000198727,ENSG00000103257,-0.482076964
ENSG00000198763,ENSG00000103257,-0.700628097
ENSG00000198786,ENSG00000103257,-0.330311588
ENSG00000198804,ENSG00000103257,-0.533072053
ENSG00000198840,ENSG00000103257,-0.632767591
ENSG00000198886,ENSG00000103257,-0.592064836
ENSG00000198888,ENSG00000103257,-0.60798825
ENSG00000198899,ENSG00000103257,-0.716084394
ENSG00000198938,ENSG00000103257,-0.549305575
ENSG00000212907,ENSG00000103257,-0.583783929
ENSG00000214753,ENSG00000103257,0.461940177
ENSG00000228253,ENSG00000103257,-0.612490902
ENSG00000229314,ENSG00000103257,-0.269460935
ENSG00000104852,ENSG00000103495,0.696674166
ENSG00000104879,ENSG00000103495,-0.100123083
ENSG00000104964,ENSG00000103495,0.424199089
ENSG00000105270,ENSG00000103495,0.214762335
ENSG00000105701,ENSG00000103495,0.649141114
ENSG00000106211,ENSG00000103495,0.452672108
ENSG00000108518,ENSG00000103495,0.589844743
ENSG00000109846,ENSG00000103495,-0.227855507
ENSG00000110955,ENSG00000103495,0.106867229
ENSG00000111245,ENSG00000103495,-0.15332433
ENSG00000111674,ENSG00000103495,0.11956018
ENSG00000111676,ENSG00000103495,0.615133155
ENSG00000122304,ENSG00000103495,0.236924195
ENSG00000129250,ENSG00000103495,0.261743253
ENSG00000129538,ENSG00000103495,-0.108663226
ENSG00000130175,ENSG00000103495,0.777635975
ENSG00000130176,ENSG00000103495,0.048436887
ENSG00000130522,ENSG00000103495,0.66897874
ENSG00000130726,ENSG00000103495,0.917737858
ENSG00000133392,ENSG00000103495,0.184388142
ENSG00000135472,ENSG00000103495,-0.048269615
ENSG00000135506,ENSG00000103495,0.630772438
ENSG00000135744,ENSG00000103495,-0.386450022
ENSG00000138834,ENSG00000103495,0.28771497
ENSG00000139899,ENSG00000103495,0.100076523
ENSG00000141753,ENSG00000103495,0.222378161
ENSG00000143632,ENSG00000103495,-0.065261052
ENSG00000149925,ENSG00000103495,0.322923863
ENSG00000159335,ENSG00000103495,0.543833009
ENSG00000161016,ENSG00000103495,0.76023276
ENSG00000163453,ENSG00000103495,-0.090193338
ENSG00000166165,ENSG00000103495,0.030806621
ENSG00000166963,ENSG00000103495,-0.053558932
ENSG00000167468,ENSG00000103495,0.568800816
ENSG00000167658,ENSG00000103495,0.684743667
ENSG00000167676,ENSG00000103495,0.083585598
ENSG00000169564,ENSG00000103495,0.62969883
ENSG00000169710,ENSG00000103495,0.54324097
ENSG00000171223,ENSG00000103495,0.450418535
ENSG00000171560,ENSG00000103495,-0.244766823
ENSG00000172270,ENSG00000103495,0.500502095
ENSG00000172660,ENSG00000103495,0.824882536
ENSG00000173432,ENSG00000103495,-0.059529343
ENSG00000174231,ENSG00000103495,0.809297606
ENSG00000174437,ENSG00000103495,0.020971228
ENSG00000177469,ENSG00000103495,0.079910545
ENSG00000177666,ENSG00000103495,0.40083929
ENSG00000178209,ENSG00000103495,0.590381121
ENSG00000178719,ENSG00000103495,0.721479891
ENSG00000179218,ENSG00000103495,0.445344924
ENSG00000179262,ENSG00000103495,0.558829608
ENSG00000181222,ENSG00000103495,0.756348082
ENSG00000184009,ENSG00000103495,0.654519666
ENSG00000184897,ENSG00000103495,0.922473922
ENSG00000185650,ENSG00000103495,0.536428745
ENSG00000185883,ENSG00000103495,0.591959981
ENSG00000186081,ENSG00000103495,0.008404211
ENSG00000189060,ENSG00000103495,0.64362997
ENSG00000196091,ENSG00000103495,-0.11776577
ENSG00000196218,ENSG00000103495,0.15547155
ENSG00000196361,ENSG00000103495,-0.018343348
ENSG00000196754,ENSG00000103495,0.117291356
ENSG00000197102,ENSG00000103495,0.552962941
ENSG00000197249,ENSG00000103495,-0.036196373
ENSG00000197711,ENSG00000103495,-0.098544179
ENSG00000197766,ENSG00000103495,0.232599903
ENSG00000198695,ENSG00000103495,-0.267910665
ENSG00000198712,ENSG00000103495,-0.198720555
ENSG00000198727,ENSG00000103495,0.090535205
ENSG00000198763,ENSG00000103495,-0.27757539
ENSG00000198786,ENSG00000103495,-0.166287709
ENSG00000198804,ENSG00000103495,-0.621461738
ENSG00000198840,ENSG00000103495,-0.091990991
ENSG00000198886,ENSG00000103495,-0.10128961
ENSG00000198888,ENSG00000103495,-0.028582847
ENSG00000198899,ENSG00000103495,-0.437584125
ENSG00000198938,ENSG00000103495,0.022130293
ENSG00000212907,ENSG00000103495,-0.228586785
ENSG00000214753,ENSG00000103495,0.782273705
ENSG00000228253,ENSG00000103495,-0.374874161
ENSG00000229314,ENSG00000103495,-0.246127489
ENSG00000104879,ENSG00000104852,-0.291934287
ENSG00000104964,ENSG00000104852,0.663225707
ENSG00000105270,ENSG00000104852,0.385481879
ENSG00000105701,ENSG00000104852,0.498702592
ENSG00000106211,ENSG00000104852,-0.054816746
ENSG00000108518,ENSG00000104852,0.139147037
ENSG00000109846,ENSG00000104852,-0.055385026
ENSG00000110955,ENSG00000104852,0.245770786
ENSG00000111245,ENSG00000104852,-0.352378077
ENSG00000111674,ENSG00000104852,0.438168264
ENSG00000111676,ENSG00000104852,0.658576803
ENSG00000122304,ENSG00000104852,0.074930657
ENSG00000129250,ENSG00000104852,-0.069518726
ENSG00000129538,ENSG00000104852,-0.144635891
ENSG00000130175,ENSG00000104852,0.430926597
ENSG00000130176,ENSG00000104852,-0.210829455
ENSG00000130522,ENSG00000104852,0.409109028
ENSG00000130726,ENSG00000104852,0.590451567
ENSG00000133392,ENSG00000104852,-0.064069056
ENSG00000135472,ENSG00000104852,0.291924643
ENSG00000135506,ENSG00000104852,0.326576033
ENSG00000135744,ENSG00000104852,-0.183897507
ENSG00000138834,ENSG00000104852,0.729104585
ENSG00000139899,ENSG00000104852,0.617979175
ENSG00000141753,ENSG00000104852,-0.21706727
ENSG00000143632,ENSG00000104852,-0.2290174
ENSG00000149925,ENSG00000104852,0.108124655
ENSG00000159335,ENSG00000104852,0.552646377
ENSG00000161016,ENSG00000104852,0.385960304
ENSG00000163453,ENSG00000104852,-0.139764512
ENSG00000166165,ENSG00000104852,0.315385619
ENSG00000166963,ENSG00000104852,0.224137882
ENSG00000167468,ENSG00000104852,0.230049502
ENSG00000167658,ENSG00000104852,0.331964337
ENSG00000167676,ENSG00000104852,-0.216003912
