Gene1,Gene2,value
ENSG00000166165,ENSG00000111245,-0.038906171
ENSG00000166963,ENSG00000111245,0.006409548
ENSG00000167468,ENSG00000111245,0.509437622
ENSG00000167658,ENSG00000111245,0.368433872
ENSG00000167676,ENSG00000111245,0.715930713
ENSG00000169564,ENSG00000111245,0.474578545
ENSG00000169710,ENSG00000111245,-0.398095105
ENSG00000171223,ENSG00000111245,0.474165515
ENSG00000171560,ENSG00000111245,0.024630262
ENSG00000172270,ENSG00000111245,0.543714103
ENSG00000172660,ENSG00000111245,-0.019154018
ENSG00000173432,ENSG00000111245,0.492519081
ENSG00000174231,ENSG00000111245,0.118498416
ENSG00000174437,ENSG00000111245,0.592132165
ENSG00000177469,ENSG00000111245,0.519454643
ENSG00000177666,ENSG00000111245,0.554186335
ENSG00000178209,ENSG00000111245,0.231485912
ENSG00000178719,ENSG00000111245,-0.115442085
ENSG00000179218,ENSG00000111245,0.157601308
ENSG00000179262,ENSG00000111245,0.569137125
ENSG00000181222,ENSG00000111245,-0.1280156
ENSG00000184009,ENSG00000111245,-0.130283178
ENSG00000184897,ENSG00000111245,-0.079435868
ENSG00000185650,ENSG00000111245,0.417835655
ENSG00000185883,ENSG00000111245,0.024851727
ENSG00000186081,ENSG00000111245,0.245380959
ENSG00000189060,ENSG00000111245,-0.327652329
ENSG00000196091,ENSG00000111245,0.740596924
ENSG00000196218,ENSG00000111245,0.26149936
ENSG00000196361,ENSG00000111245,-0.367864536
ENSG00000196754,ENSG00000111245,-0.004516385
ENSG00000197102,ENSG00000111245,0.023140548
ENSG00000197249,ENSG00000111245,0.158170169
ENSG00000197711,ENSG00000111245,0.409710558
ENSG00000197766,ENSG00000111245,0.743954723
ENSG00000198695,ENSG00000111245,0.336812635
ENSG00000198712,ENSG00000111245,0.180438781
ENSG00000198727,ENSG00000111245,0.533841651
ENSG00000198763,ENSG00000111245,0.284680489
ENSG00000198786,ENSG00000111245,0.275595627
ENSG00000198804,ENSG00000111245,0.353905913
ENSG00000198840,ENSG00000111245,0.654593514
ENSG00000198886,ENSG00000111245,0.376862415
ENSG00000198888,ENSG00000111245,0.49689494
ENSG00000198899,ENSG00000111245,0.366690954
ENSG00000198938,ENSG00000111245,0.394284764
ENSG00000212907,ENSG00000111245,0.390731618
ENSG00000214753,ENSG00000111245,-0.187625315
ENSG00000228253,ENSG00000111245,0.340372315
ENSG00000229314,ENSG00000111245,0.002564546
ENSG00000111676,ENSG00000111674,0.5777545
ENSG00000122304,ENSG00000111674,-0.023166516
ENSG00000129250,ENSG00000111674,-0.555521972
ENSG00000129538,ENSG00000111674,0.252003178
ENSG00000130175,ENSG00000111674,-0.351155882
ENSG00000130176,ENSG00000111674,0.019497771
ENSG00000130522,ENSG00000111674,0.081995028
ENSG00000130726,ENSG00000111674,-0.163688569
ENSG00000133392,ENSG00000111674,0.011645922
ENSG00000135472,ENSG00000111674,0.882882005
ENSG00000135506,ENSG00000111674,-0.284880849
ENSG00000135744,ENSG00000111674,0.416158627
ENSG00000138834,ENSG00000111674,0.833552723
ENSG00000139899,ENSG00000111674,0.862143602
ENSG00000141753,ENSG00000111674,-0.407936864
ENSG00000143632,ENSG00000111674,-0.222972217
ENSG00000149925,ENSG00000111674,-0.202536562
ENSG00000159335,ENSG00000111674,0.365495694
ENSG00000161016,ENSG00000111674,-0.460322956
ENSG00000163453,ENSG00000111674,-0.059397215
ENSG00000166165,ENSG00000111674,0.750407279
ENSG00000166963,ENSG00000111674,0.822424273
ENSG00000167468,ENSG00000111674,-0.357558749
ENSG00000167658,ENSG00000111674,-0.403276218
ENSG00000167676,ENSG00000111674,-0.46852584
ENSG00000169564,ENSG00000111674,-0.369913189
ENSG00000169710,ENSG00000111674,-0.147164211
ENSG00000171223,ENSG00000111674,-0.568671123
ENSG00000171560,ENSG00000111674,-0.390735339
ENSG00000172270,ENSG00000111674,-0.236883978
ENSG00000172660,ENSG00000111674,0.0574845
ENSG00000173432,ENSG00000111674,-0.682454324
ENSG00000174231,ENSG00000111674,-0.059795509
ENSG00000174437,ENSG00000111674,-0.215264581
ENSG00000177469,ENSG00000111674,-0.10999599
ENSG00000177666,ENSG00000111674,-0.256457317
ENSG00000178209,ENSG00000111674,-0.428097784
ENSG00000178719,ENSG00000111674,-0.115225237
ENSG00000179218,ENSG00000111674,-0.591470132
ENSG00000179262,ENSG00000111674,-0.293473607
ENSG00000181222,ENSG00000111674,0.125213492
ENSG00000184009,ENSG00000111674,-0.35283163
ENSG00000184897,ENSG00000111674,-0.001525148
ENSG00000185650,ENSG00000111674,-0.566351926
ENSG00000185883,ENSG00000111674,0.375355414
ENSG00000186081,ENSG00000111674,-0.40188548
ENSG00000189060,ENSG00000111674,0.025812607
ENSG00000196091,ENSG00000111674,-0.103513223
ENSG00000196218,ENSG00000111674,0.456482934
ENSG00000196361,ENSG00000111674,0.95383595
ENSG00000196754,ENSG00000111674,-0.26488514
ENSG00000197102,ENSG00000111674,0.323999505
ENSG00000197249,ENSG00000111674,-0.708912457
ENSG00000197711,ENSG00000111674,-0.441150428
ENSG00000197766,ENSG00000111674,-0.322342134
ENSG00000198695,ENSG00000111674,-0.345932732
ENSG00000198712,ENSG00000111674,0.197688622
ENSG00000198727,ENSG00000111674,-0.01674945
ENSG00000198763,ENSG00000111674,0.335689586
ENSG00000198786,ENSG00000111674,-0.115065538
ENSG00000198804,ENSG00000111674,-0.156292627
ENSG00000198840,ENSG00000111674,0.041606617
ENSG00000198886,ENSG00000111674,0.103892338
ENSG00000198888,ENSG00000111674,0.075201761
ENSG00000198899,ENSG00000111674,0.112388912
ENSG00000198938,ENSG00000111674,0.245461185
ENSG00000212907,ENSG00000111674,0.14418464
ENSG00000214753,ENSG00000111674,0.384668433
ENSG00000228253,ENSG00000111674,0.189618583
ENSG00000229314,ENSG00000111674,-0.445618266
ENSG00000122304,ENSG00000111676,0.146473386
ENSG00000129250,ENSG00000111676,0.213789725
ENSG00000129538,ENSG00000111676,0.485686419
ENSG00000130175,ENSG00000111676,0.27699444
ENSG00000130176,ENSG00000111676,0.426949358
ENSG00000130522,ENSG00000111676,0.777811387
ENSG00000130726,ENSG00000111676,0.485648265
ENSG00000133392,ENSG00000111676,0.538945902
ENSG00000135472,ENSG00000111676,0.581873597
ENSG00000135506,ENSG00000111676,0.360890302
ENSG00000135744,ENSG00000111676,0.088250085
ENSG00000138834,ENSG00000111676,0.643284908
ENSG00000139899,ENSG00000111676,0.572854583
ENSG00000141753,ENSG00000111676,-0.011273256
ENSG00000143632,ENSG00000111676,0.194718705
ENSG00000149925,ENSG00000111676,0.23186833
ENSG00000159335,ENSG00000111676,0.685976042
ENSG00000161016,ENSG00000111676,0.253011336
ENSG00000163453,ENSG00000111676,0.287129424
ENSG00000166165,ENSG00000111676,0.588368056
ENSG00000166963,ENSG00000111676,0.62416982
ENSG00000167468,ENSG00000111676,0.474133814
ENSG00000167658,ENSG00000111676,0.437825115
ENSG00000167676,ENSG00000111676,0.257965386
ENSG00000169564,ENSG00000111676,0.428217466
ENSG00000169710,ENSG00000111676,0.218154844
ENSG00000171223,ENSG00000111676,0.206631381
ENSG00000171560,ENSG00000111676,-0.53976485
ENSG00000172270,ENSG00000111676,0.502409672
ENSG00000172660,ENSG00000111676,0.549344276
ENSG00000173432,ENSG00000111676,-0.132215135
ENSG00000174231,ENSG00000111676,0.571145777
ENSG00000174437,ENSG00000111676,0.065462862
ENSG00000177469,ENSG00000111676,0.378568759
ENSG00000177666,ENSG00000111676,0.57302678
ENSG00000178209,ENSG00000111676,0.253272149
ENSG00000178719,ENSG00000111676,0.512225812
ENSG00000179218,ENSG00000111676,-0.05952419
ENSG00000179262,ENSG00000111676,0.439330256
ENSG00000181222,ENSG00000111676,0.555264159
ENSG00000184009,ENSG00000111676,0.124970509
ENSG00000184897,ENSG00000111676,0.662341581
ENSG00000185650,ENSG00000111676,0.21209155
ENSG00000185883,ENSG00000111676,0.798640483
ENSG00000186081,ENSG00000111676,0.02052311
ENSG00000189060,ENSG00000111676,0.265159146
ENSG00000196091,ENSG00000111676,0.174016385
ENSG00000196218,ENSG00000111676,0.538002593
ENSG00000196361,ENSG00000111676,0.475028945
ENSG00000196754,ENSG00000111676,-0.03957166
ENSG00000197102,ENSG00000111676,0.669085401
ENSG00000197249,ENSG00000111676,-0.546838624
ENSG00000197711,ENSG00000111676,-0.237538965
ENSG00000197766,ENSG00000111676,0.354792848
ENSG00000198695,ENSG00000111676,-0.277824227
ENSG00000198712,ENSG00000111676,0.134329145
ENSG00000198727,ENSG00000111676,0.440548202
ENSG00000198763,ENSG00000111676,0.275896237
ENSG00000198786,ENSG00000111676,-0.008961862
ENSG00000198804,ENSG00000111676,-0.277724155
ENSG00000198840,ENSG00000111676,0.349533898
ENSG00000198886,ENSG00000111676,0.263721238
ENSG00000198888,ENSG00000111676,0.488874587
ENSG00000198899,ENSG00000111676,0.062097875
ENSG00000198938,ENSG00000111676,0.473472624
ENSG00000212907,ENSG00000111676,0.140747508
ENSG00000214753,ENSG00000111676,0.720352127
ENSG00000228253,ENSG00000111676,0.098157611
ENSG00000229314,ENSG00000111676,-0.499710132
ENSG00000129250,ENSG00000122304,0.149369893
ENSG00000129538,ENSG00000122304,0.253171983
ENSG00000130175,ENSG00000122304,0.278823104
ENSG00000130176,ENSG00000122304,0.361070259
ENSG00000130522,ENSG00000122304,0.286055272
ENSG00000130726,ENSG00000122304,0.307442325
ENSG00000133392,ENSG00000122304,0.424051069
ENSG00000135472,ENSG00000122304,0.083077738
ENSG00000135506,ENSG00000122304,0.283025566
ENSG00000135744,ENSG00000122304,-0.037008503
ENSG00000138834,ENSG00000122304,0.027505952
ENSG00000139899,ENSG00000122304,-0.073612656
ENSG00000141753,ENSG00000122304,0.251144934
ENSG00000143632,ENSG00000122304,0.314167242
ENSG00000149925,ENSG00000122304,-0.005777615
ENSG00000159335,ENSG00000122304,0.265691928
ENSG00000161016,ENSG00000122304,0.184452989
ENSG00000163453,ENSG00000122304,0.293292932
ENSG00000166165,ENSG00000122304,0.147737067
ENSG00000166963,ENSG00000122304,0.095316386
ENSG00000167468,ENSG00000122304,0.41628677
ENSG00000167658,ENSG00000122304,0.197879644
ENSG00000167676,ENSG00000122304,0.102057367
ENSG00000169564,ENSG00000122304,0.223477806
ENSG00000169710,ENSG00000122304,-0.041389133
ENSG00000171223,ENSG00000122304,0.226719572
ENSG00000171560,ENSG00000122304,0.072631625
ENSG00000172270,ENSG00000122304,0.454397711
ENSG00000172660,ENSG00000122304,0.348508349
ENSG00000173432,ENSG00000122304,0.089944057
ENSG00000174231,ENSG00000122304,0.331920358
ENSG00000174437,ENSG00000122304,0.12346238
ENSG00000177469,ENSG00000122304,0.224161516
ENSG00000177666,ENSG00000122304,0.119905572
ENSG00000178209,ENSG00000122304,0.120263003
ENSG00000178719,ENSG00000122304,0.199000012
ENSG00000179218,ENSG00000122304,0.264799521
ENSG00000179262,ENSG00000122304,0.243873508
ENSG00000181222,ENSG00000122304,0.464735763
ENSG00000184009,ENSG00000122304,0.252471135
ENSG00000184897,ENSG00000122304,0.151160923
ENSG00000185650,ENSG00000122304,0.246772523
ENSG00000185883,ENSG00000122304,0.194663201
ENSG00000186081,ENSG00000122304,0.235959466
ENSG00000189060,ENSG00000122304,0.10529654
ENSG00000196091,ENSG00000122304,0.326483901
ENSG00000196218,ENSG00000122304,0.212176069
ENSG00000196361,ENSG00000122304,0.028035454
ENSG00000196754,ENSG00000122304,0.102615256
ENSG00000197102,ENSG00000122304,0.1090898
ENSG00000197249,ENSG00000122304,0.171714679
ENSG00000197711,ENSG00000122304,0.273217077
ENSG00000197766,ENSG00000122304,0.318123333
ENSG00000198695,ENSG00000122304,-0.243615535
ENSG00000198712,ENSG00000122304,0.005601579
ENSG00000198727,ENSG00000122304,0.142750476
ENSG00000198763,ENSG00000122304,0.071196807
ENSG00000198786,ENSG00000122304,-0.122010702
ENSG00000198804,ENSG00000122304,-0.088365561
ENSG00000198840,ENSG00000122304,0.184426953
ENSG00000198886,ENSG00000122304,0.091136352
ENSG00000198888,ENSG00000122304,0.125857629
ENSG00000198899,ENSG00000122304,-0.000924642
ENSG00000198938,ENSG00000122304,0.219521331
ENSG00000212907,ENSG00000122304,0.219463106
ENSG00000214753,ENSG00000122304,0.166841977
ENSG00000228253,ENSG00000122304,-0.068048367
ENSG00000229314,ENSG00000122304,-0.102708309
ENSG00000129538,ENSG00000129250,0.310874507
ENSG00000130175,ENSG00000129250,0.508874082
ENSG00000130176,ENSG00000129250,0.508664597
ENSG00000130522,ENSG00000129250,0.493498357
ENSG00000130726,ENSG00000129250,0.502412995
ENSG00000133392,ENSG00000129250,0.590674922
ENSG00000135472,ENSG00000129250,-0.381702378
ENSG00000135506,ENSG00000129250,0.477493335
ENSG00000135744,ENSG00000129250,-0.193300223
ENSG00000138834,ENSG00000129250,-0.382708348
ENSG00000139899,ENSG00000129250,-0.502993028
ENSG00000141753,ENSG00000129250,0.361694892
ENSG00000143632,ENSG00000129250,0.607977415
ENSG00000149925,ENSG00000129250,0.59214968
ENSG00000159335,ENSG00000129250,0.097048357
ENSG00000161016,ENSG00000129250,0.582387247
ENSG00000163453,ENSG00000129250,0.510751003
ENSG00000166165,ENSG00000129250,-0.219163695
ENSG00000166963,ENSG00000129250,-0.209383388
ENSG00000167468,ENSG00000129250,0.740608625
ENSG00000167658,ENSG00000129250,0.801500936
ENSG00000167676,ENSG00000129250,0.757073488
ENSG00000169564,ENSG00000129250,0.842505101
ENSG00000169710,ENSG00000129250,-0.001854386
ENSG00000171223,ENSG00000129250,0.755955192
ENSG00000171560,ENSG00000129250,0.018333047
ENSG00000172270,ENSG00000129250,0.761865443
ENSG00000172660,ENSG00000129250,0.356353864
ENSG00000173432,ENSG00000129250,0.597773689
ENSG00000174231,ENSG00000129250,0.581878211
ENSG00000174437,ENSG00000129250,0.62920269
ENSG00000177469,ENSG00000129250,0.57453333
ENSG00000177666,ENSG00000129250,0.744404927
ENSG00000178209,ENSG00000129250,0.714025888
ENSG00000178719,ENSG00000129250,0.39033076
ENSG00000179218,ENSG00000129250,0.550492973
ENSG00000179262,ENSG00000129250,0.862104716
ENSG00000181222,ENSG00000129250,0.213591634
ENSG00000184009,ENSG00000129250,0.268872599
ENSG00000184897,ENSG00000129250,0.400748044
ENSG00000185650,ENSG00000129250,0.746872796
ENSG00000185883,ENSG00000129250,0.324865964
ENSG00000186081,ENSG00000129250,0.350498207
ENSG00000189060,ENSG00000129250,0.121180881
ENSG00000196091,ENSG00000129250,0.501758457
ENSG00000196218,ENSG00000129250,0.086306046
ENSG00000196361,ENSG00000129250,-0.558459629
ENSG00000196754,ENSG00000129250,0.216681987
ENSG00000197102,ENSG00000129250,0.323708753
ENSG00000197249,ENSG00000129250,0.280286891
ENSG00000197711,ENSG00000129250,0.354924035
ENSG00000197766,ENSG00000129250,0.681902334
ENSG00000198695,ENSG00000129250,0.403601859
ENSG00000198712,ENSG00000129250,0.100905147
ENSG00000198727,ENSG00000129250,0.618187232
ENSG00000198763,ENSG00000129250,0.101990655
ENSG00000198786,ENSG00000129250,0.361046458
ENSG00000198804,ENSG00000129250,0.183415167
ENSG00000198840,ENSG00000129250,0.566299223
ENSG00000198886,ENSG00000129250,0.384504992
ENSG00000198888,ENSG00000129250,0.538572295
ENSG00000198899,ENSG00000129250,0.217448075
ENSG00000198938,ENSG00000129250,0.354629021
ENSG00000212907,ENSG00000129250,0.248184425
ENSG00000214753,ENSG00000129250,0.197156551
ENSG00000228253,ENSG00000129250,0.197597104
ENSG00000229314,ENSG00000129250,0.077480494
ENSG00000130175,ENSG00000129538,-0.198562747
ENSG00000130176,ENSG00000129538,0.884177441
ENSG00000130522,ENSG00000129538,0.502602539
ENSG00000130726,ENSG00000129538,-0.177179531
ENSG00000133392,ENSG00000129538,0.842962347
ENSG00000135472,ENSG00000129538,0.536113566
ENSG00000135506,ENSG00000129538,0.243114085
ENSG00000135744,ENSG00000129538,0.673016047
ENSG00000138834,ENSG00000129538,0.101403727
ENSG00000139899,ENSG00000129538,0.215588197
ENSG00000141753,ENSG00000129538,0.387807468
ENSG00000143632,ENSG00000129538,0.646184365
ENSG00000149925,ENSG00000129538,-0.067754222
ENSG00000159335,ENSG00000129538,0.377824305
ENSG00000161016,ENSG00000129538,-0.244895809
ENSG00000163453,ENSG00000129538,0.689016563
ENSG00000166165,ENSG00000129538,0.462241397
ENSG00000166963,ENSG00000129538,0.635577628
ENSG00000167468,ENSG00000129538,0.40231379
ENSG00000167658,ENSG00000129538,0.089112605
ENSG00000167676,ENSG00000129538,0.606446676
ENSG00000169564,ENSG00000129538,0.297683326
ENSG00000169710,ENSG00000129538,-0.323144988
ENSG00000171223,ENSG00000129538,0.223951945
ENSG00000171560,ENSG00000129538,0.038720664
ENSG00000172270,ENSG00000129538,0.409411352
ENSG00000172660,ENSG00000129538,-0.078511562
ENSG00000173432,ENSG00000129538,0.32440485
ENSG00000174231,ENSG00000129538,-0.046698071
ENSG00000174437,ENSG00000129538,0.118343952
ENSG00000177469,ENSG00000129538,0.591728755
ENSG00000177666,ENSG00000129538,0.540001004
ENSG00000178209,ENSG00000129538,-0.26865494
ENSG00000178719,ENSG00000129538,0.08228212
ENSG00000179218,ENSG00000129538,-0.029061483
ENSG00000179262,ENSG00000129538,0.290613304
ENSG00000181222,ENSG00000129538,-0.146394715
ENSG00000184009,ENSG00000129538,-0.259212137
ENSG00000184897,ENSG00000129538,-0.0368718
ENSG00000185650,ENSG00000129538,0.135638836
ENSG00000185883,ENSG00000129538,0.452496354
ENSG00000186081,ENSG00000129538,-0.003367035
ENSG00000189060,ENSG00000129538,-0.351940693
ENSG00000196091,ENSG00000129538,0.638097113
ENSG00000196218,ENSG00000129538,0.497368549
ENSG00000196361,ENSG00000129538,0.249847866
ENSG00000196754,ENSG00000129538,-0.404002478
ENSG00000197102,ENSG00000129538,-0.004957532
ENSG00000197249,ENSG00000129538,-0.047834299
ENSG00000197711,ENSG00000129538,0.420968151
ENSG00000197766,ENSG00000129538,0.675689839
ENSG00000198695,ENSG00000129538,0.115140245
ENSG00000198712,ENSG00000129538,0.464059963
ENSG00000198727,ENSG00000129538,0.647845737
ENSG00000198763,ENSG00000129538,0.69924608
ENSG00000198786,ENSG00000129538,0.181646462
ENSG00000198804,ENSG00000129538,0.324545343
ENSG00000198840,ENSG00000129538,0.814848633
ENSG00000198886,ENSG00000129538,0.627726753
ENSG00000198888,ENSG00000129538,0.773088652
ENSG00000198899,ENSG00000129538,0.615488067
ENSG00000198938,ENSG00000129538,0.665720108
ENSG00000212907,ENSG00000129538,0.661433483
ENSG00000214753,ENSG00000129538,-0.068247775
ENSG00000228253,ENSG00000129538,0.571642983
ENSG00000229314,ENSG00000129538,0.070498609
ENSG00000130176,ENSG00000130175,0.021635387
ENSG00000130522,ENSG00000130175,0.552285322
ENSG00000130726,ENSG00000130175,0.878917502
ENSG00000133392,ENSG00000130175,0.149040887
ENSG00000135472,ENSG00000130175,-0.452500487
ENSG00000135506,ENSG00000130175,0.783342279
ENSG00000135744,ENSG00000130175,-0.508025153
ENSG00000138834,ENSG00000130175,-0.049024
ENSG00000139899,ENSG00000130175,-0.302103954
ENSG00000141753,ENSG00000130175,0.27086929
ENSG00000143632,ENSG00000130175,-0.104725217
ENSG00000149925,ENSG00000130175,0.24895514
ENSG00000159335,ENSG00000130175,0.479623232
ENSG00000161016,ENSG00000130175,0.884581544
ENSG00000163453,ENSG00000130175,0.15991885
ENSG00000166165,ENSG00000130175,-0.269970774
ENSG00000166963,ENSG00000130175,-0.377613479
ENSG00000167468,ENSG00000130175,0.660847126
ENSG00000167658,ENSG00000130175,0.806820592
ENSG00000167676,ENSG00000130175,0.233261991
ENSG00000169564,ENSG00000130175,0.735829038
ENSG00000169710,ENSG00000130175,0.580515719
ENSG00000171223,ENSG00000130175,0.704552096
ENSG00000171560,ENSG00000130175,0.015697871
ENSG00000172270,ENSG00000130175,0.686989947
ENSG00000172660,ENSG00000130175,0.694932303
ENSG00000173432,ENSG00000130175,0.305366616
ENSG00000174231,ENSG00000130175,0.810351625
ENSG00000174437,ENSG00000130175,0.067080946
ENSG00000177469,ENSG00000130175,0.256625973
ENSG00000177666,ENSG00000130175,0.462057062
ENSG00000178209,ENSG00000130175,0.711707187
ENSG00000178719,ENSG00000130175,0.793505014
ENSG00000179218,ENSG00000130175,0.831156731
ENSG00000179262,ENSG00000130175,0.551582332
ENSG00000181222,ENSG00000130175,0.713325764
ENSG00000184009,ENSG00000130175,0.81779663
ENSG00000184897,ENSG00000130175,0.832535533
ENSG00000185650,ENSG00000130175,0.7550059
ENSG00000185883,ENSG00000130175,0.405057885
ENSG00000186081,ENSG00000130175,0.342839191
ENSG00000189060,ENSG00000130175,0.652535648
ENSG00000196091,ENSG00000130175,-0.212515552
ENSG00000196218,ENSG00000130175,-0.268642684
ENSG00000196361,ENSG00000130175,-0.434728264
ENSG00000196754,ENSG00000130175,0.345814612
ENSG00000197102,ENSG00000130175,0.306677753
ENSG00000197249,ENSG00000130175,0.366762457
ENSG00000197711,ENSG00000130175,0.186691041
ENSG00000197766,ENSG00000130175,0.297487217
ENSG00000198695,ENSG00000130175,-0.121872167
ENSG00000198712,ENSG00000130175,-0.309093433
ENSG00000198727,ENSG00000130175,0.091295443
ENSG00000198763,ENSG00000130175,-0.416013024
ENSG00000198786,ENSG00000130175,-0.092722001
ENSG00000198804,ENSG00000130175,-0.485603278
ENSG00000198840,ENSG00000130175,-0.086965403
ENSG00000198886,ENSG00000130175,-0.140239769
ENSG00000198888,ENSG00000130175,0.013917987
ENSG00000198899,ENSG00000130175,-0.422454851
ENSG00000198938,ENSG00000130175,-0.068005425
ENSG00000212907,ENSG00000130175,-0.273063135
ENSG00000214753,ENSG00000130175,0.558771801
ENSG00000228253,ENSG00000130175,-0.395524018
ENSG00000229314,ENSG00000130175,0.036025223
ENSG00000130522,ENSG00000130176,0.587641069
ENSG00000130726,ENSG00000130176,0.064879332
ENSG00000133392,ENSG00000130176,0.951167702
ENSG00000135472,ENSG00000130176,0.292078132
ENSG00000135506,ENSG00000130176,0.363489955
ENSG00000135744,ENSG00000130176,0.423195445
ENSG00000138834,ENSG00000130176,-0.144064235
ENSG00000139899,ENSG00000130176,-0.072665922
ENSG00000141753,ENSG00000130176,0.582414049
ENSG00000143632,ENSG00000130176,0.729736841
ENSG00000149925,ENSG00000130176,0.130600987
ENSG00000159335,ENSG00000130176,0.353023522
ENSG00000161016,ENSG00000130176,0.067651651
ENSG00000163453,ENSG00000130176,0.758312754
ENSG00000166165,ENSG00000130176,0.316881425
ENSG00000166963,ENSG00000130176,0.387611243
ENSG00000167468,ENSG00000130176,0.541621577
ENSG00000167658,ENSG00000130176,0.321726278
ENSG00000167676,ENSG00000130176,0.715066811
ENSG00000169564,ENSG00000130176,0.507642812
ENSG00000169710,ENSG00000130176,-0.305428121
ENSG00000171223,ENSG00000130176,0.480627328
ENSG00000171560,ENSG00000130176,0.067513149
ENSG00000172270,ENSG00000130176,0.620223244
ENSG00000172660,ENSG00000130176,0.003786051
ENSG00000173432,ENSG00000130176,0.455590709
ENSG00000174231,ENSG00000130176,0.083091279
ENSG00000174437,ENSG00000130176,0.158179367
ENSG00000177469,ENSG00000130176,0.668533605
ENSG00000177666,ENSG00000130176,0.620511104
ENSG00000178209,ENSG00000130176,-0.059653384
ENSG00000178719,ENSG00000130176,0.068433309
ENSG00000179218,ENSG00000130176,0.193332264
ENSG00000179262,ENSG00000130176,0.457227418
ENSG00000181222,ENSG00000130176,-0.10602907
ENSG00000184009,ENSG00000130176,0.010624042
ENSG00000184897,ENSG00000130176,0.064281249
ENSG00000185650,ENSG00000130176,0.429892754
ENSG00000185883,ENSG00000130176,0.31827022
ENSG00000186081,ENSG00000130176,0.132366172
ENSG00000189060,ENSG00000130176,-0.327794786
ENSG00000196091,ENSG00000130176,0.616587988
ENSG00000196218,ENSG00000130176,0.340769283
ENSG00000196361,ENSG00000130176,-0.033742532
ENSG00000196754,ENSG00000130176,-0.250175286
ENSG00000197102,ENSG00000130176,-0.05966916
ENSG00000197249,ENSG00000130176,0.15167809
ENSG00000197711,ENSG00000130176,0.503729608
ENSG00000197766,ENSG00000130176,0.868357552
ENSG00000198695,ENSG00000130176,0.097538974
ENSG00000198712,ENSG00000130176,0.404130564
ENSG00000198727,ENSG00000130176,0.635141769
ENSG00000198763,ENSG00000130176,0.5375633
ENSG00000198786,ENSG00000130176,0.087404727
ENSG00000198804,ENSG00000130176,0.259559185
ENSG00000198840,ENSG00000130176,0.78735206
ENSG00000198886,ENSG00000130176,0.568056356
ENSG00000198888,ENSG00000130176,0.668032546
ENSG00000198899,ENSG00000130176,0.470477041
ENSG00000198938,ENSG00000130176,0.647275007
ENSG00000212907,ENSG00000130176,0.576596434
ENSG00000214753,ENSG00000130176,-0.091741241
ENSG00000228253,ENSG00000130176,0.402785196
ENSG00000229314,ENSG00000130176,0.052425172
ENSG00000130726,ENSG00000130522,0.62713458
ENSG00000133392,ENSG00000130522,0.689389268
ENSG00000135472,ENSG00000130522,0.209615829
ENSG00000135506,ENSG00000130522,0.733920503
ENSG00000135744,ENSG00000130522,-0.088693418
ENSG00000138834,ENSG00000130522,0.233625125
ENSG00000139899,ENSG00000130522,0.073240134
ENSG00000141753,ENSG00000130522,0.488994403
ENSG00000143632,ENSG00000130522,0.349756959
ENSG00000149925,ENSG00000130522,0.272926795
ENSG00000159335,ENSG00000130522,0.612902909
ENSG00000161016,ENSG00000130522,0.568393728
ENSG00000163453,ENSG00000130522,0.349136512
ENSG00000166165,ENSG00000130522,0.290683084
ENSG00000166963,ENSG00000130522,0.260024485
ENSG00000167468,ENSG00000130522,0.827158642
ENSG00000167658,ENSG00000130522,0.696672372
ENSG00000167676,ENSG00000130522,0.635373413
ENSG00000169564,ENSG00000130522,0.703960661
ENSG00000169710,ENSG00000130522,0.43192901
ENSG00000171223,ENSG00000130522,0.668165948
ENSG00000171560,ENSG00000130522,-0.346898201
ENSG00000172270,ENSG00000130522,0.776638622
ENSG00000172660,ENSG00000130522,0.556583386
ENSG00000173432,ENSG00000130522,0.292870704
ENSG00000174231,ENSG00000130522,0.599670176
ENSG00000174437,ENSG00000130522,0.107254063
ENSG00000177469,ENSG00000130522,0.469580712
ENSG00000177666,ENSG00000130522,0.807959367
ENSG00000178209,ENSG00000130522,0.385437463
ENSG00000178719,ENSG00000130522,0.73365197
ENSG00000179218,ENSG00000130522,0.362491373
ENSG00000179262,ENSG00000130522,0.587799163
ENSG00000181222,ENSG00000130522,0.5756994
ENSG00000184009,ENSG00000130522,0.505150064
ENSG00000184897,ENSG00000130522,0.781698884
ENSG00000185650,ENSG00000130522,0.688162933
ENSG00000185883,ENSG00000130522,0.69967342
ENSG00000186081,ENSG00000130522,0.285049711
ENSG00000189060,ENSG00000130522,0.28559586
ENSG00000196091,ENSG00000130522,0.242098456
ENSG00000196218,ENSG00000130522,0.254248724
ENSG00000196361,ENSG00000130522,-0.015481638
ENSG00000196754,ENSG00000130522,0.020480743
ENSG00000197102,ENSG00000130522,0.438011597
ENSG00000197249,ENSG00000130522,-0.040108048
ENSG00000197711,ENSG00000130522,0.059368718
ENSG00000197766,ENSG00000130522,0.707641274
ENSG00000198695,ENSG00000130522,-0.07713712
ENSG00000198712,ENSG00000130522,0.081801728
ENSG00000198727,ENSG00000130522,0.562159865
ENSG00000198763,ENSG00000130522,0.143777164
ENSG00000198786,ENSG00000130522,0.074764974
ENSG00000198804,ENSG00000130522,-0.212595609
ENSG00000198840,ENSG00000130522,0.42920669
ENSG00000198886,ENSG00000130522,0.27130572
ENSG00000198888,ENSG00000130522,0.553579383
ENSG00000198899,ENSG00000130522,0.005977653
